code,name,type,sido,sigungu,address,phone,lng,lat
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,모란한의원,한의원,광주,광주동구,"광주광역시 동구 남문로 596-1, (소태동)",062-223-5610,126.9323132,35.124335
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDIjJDgz,모람들치과의원,치과의원,서울,강동구,"서울특별시 강동구 천호대로 1032, 3층 (성내동)",02-485-2875,127.1265367,37.5373462
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,모래내굿모닝내과의원,의원,인천,인천남동구,"인천광역시 남동구 호구포로 798, 2층 나호 (구월동)",032-467-7588,126.7194364,37.4535915
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,모래내서울안과의원,의원,인천,인천남동구,"인천광역시 남동구 구월로 284, 구월프라자 201,501호 (구월동)",032-715-5061,126.7220206,37.4554992
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,모래내정형외과의원,의원,인천,인천남동구,"인천광역시 남동구 구월남로 280, 2층 일부호 (구월동)",463-2002,126.7208138,37.451961
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,모래내치과의원,치과의원,인천,인천남동구,"인천광역시 남동구 구월로 280, 5층 (구월동)",468-2755,126.7216543,37.4555385
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,모래내피부과의원,의원,전북,전주덕진구,"전북특별자치도 전주시 덕진구 안덕원로 204, 모래내피부과 3, 4층 (인후동1가)",063-253-2225,127.1496511,35.8355011
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz,모래내한의원,한의원,인천,인천남동구,"인천광역시 남동구 호구포로 802, 2층, 지하1층호 (구월동)",464-9963,126.719482,37.4538769
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,모래시계의원,의원,서울,서초구,"서울특별시 서초구 강남대로 487, 원빌딩 5,6층 (반포동)",02-574-8007,127.0234352,37.5057727
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,모래시계한의원,한의원,서울,서초구,"서울특별시 서초구 남부순환로 2634-8, 3층 (양재동)",578-6670,127.038702,37.4846518
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,모리스의원,의원,서울,강남구,"서울특별시 강남구 강남대로 378, 준빌딩 9,11층 (역삼동)",02-555-6231,127.0286835,37.4966716
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz,모리의원,의원,서울,강남구,"서울특별시 강남구 선릉로 431, 에스케이허브오피스텔 301,302,303호 (역삼동)",02-562-8878,127.0491411,37.5034574
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,모리치피부과의원,의원,서울,강남구,"서울특별시 강남구 논현로175길 6, 2층 (신사동)",02-518-6888,127.0279356,37.526372
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,모리프한의원 광주상무,한의원,광주,광주서구,"광주광역시 서구 상무중앙로 43, 2층 212,213호 (치평동)",062-383-7582,126.8478289,35.1510031
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,모리프한의원 광주진월,한의원,광주,광주광산구,"광주광역시 광산구 장신로 261, 드림프라자 2층 206호 (신창동)",070-4413-7797,126.8387457,35.1909536
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz,모먼트의원,의원,서울,서초구,"서울특별시 서초구 강남대로 423, 한승빌딩 9층 (서초동)",02-532-5827,127.0258452,37.5002585
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjNjEjJDEjJDAjJDgz,모멘텀헤어라인의원,의원,서울,강남구,"서울특별시 강남구 테헤란로 339, 선릉빌딩 10층 (역삼동)",,127.0486102,37.5048189
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,모모성형외과의원,의원,서울,강남구,"서울특별시 강남구 압구정로 124, 지하1층~4층 (신사동)",1566-4766,127.0222286,37.5237732
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ5OSQyNjE4MzIjNTEjJDEjJDIjJDgz,모모소아청소년과의원,의원,경기,광주시,"경기도 광주시 벼루개로 36, 서원프라자3 (태전동)",031-763-7579,127.2325325,37.3825073
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQwMyQyNjEwMDIjNTEjJDEjJDIjJDgz,모모의원,의원,부산,부산진구,"부산광역시 부산진구 범일로 177, 메타타워Ⅲ 11~12층 (범천동)",1666-8666,129.0589004,35.1458009
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,모모의원,의원,대구,대구수성구,"대구광역시 수성구 동대구로 341, 5~6층 (범어동)",1533-8666,128.6260282,35.8609262
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,모모의원,의원,경기,수원팔달구,"경기도 수원시 팔달구 중부대로 141, 메타타워Ⅱ 9,10층 (우만동)",1688-8666,127.0315463,37.2786985
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz,모모치과의원,치과의원,충남,서산시,"충청남도 서산시 호수공원6로 49, 3층 (예천동)",041-668-3456,126.4492039,36.7734997
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,모모한의원,한의원,서울,노원구,"서울특별시 노원구 동일로 1549, 3층 (상계동, 양성빌딩)",02-951-7512,127.0569079,37.6667227
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,모믈88의원,의원,서울,마포구,"서울특별시 마포구 신촌로16길 34, 2층 (노고산동)",02-325-4088,126.9342107,37.5542515
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,모바른의원,의원,서울,서초구,"서울특별시 서초구 강남대로95길 40, 광운빌딩 4, 5, 6층 (잠원동)",,127.0177862,37.5134096
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,모바름미작의원,의원,서울,서초구,"서울특별시 서초구 강남대로 589, 멀버리힐즈 제1동 1101호 (잠원동)",0507-1376-2444,127.0194112,37.5144416
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,모본한의원,한의원,서울,강남구,"서울특별시 강남구 논현로 841, 제이비 미소 빌딩 301,302호 (신사동)",02-543-2702,127.027762,37.5240297
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz,모빈치의원,의원,서울,강남구,"서울특별시 강남구 압구정로 152, B동 303호 (신사동, 극동스포츠빌딩)",02-1600-6220,127.0260696,37.5255661
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz,모산보건진료소,보건진료소,전북,김제시,"전북특별자치도 김제시 용지면 황토로 418, (용지면)",063-542-3444,126.9717531,35.8294849
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,모산부부한의원,한의원,충남,아산시,"충청남도 아산시 배방읍 모산로 138, (배방읍)",041-548-1072,127.0578043,36.7745834
JDU4MTI3MSM1MSMkMSMkNCMkNzIkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,모산아르떼치과의원,치과의원,경기,평택시,"경기도 평택시 지제동삭1로 208, 3층 (동삭동)",031-618-5328,127.0889023,37.0171554
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,모산이비인후과의원,의원,경기,평택시,"경기도 평택시 지제동삭1로 208, 3층 (동삭동)",031-616-0123,127.0889023,37.0171554
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ5MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,모산이음산부인과의원,의원,경기,평택시,"경기도 평택시 지제동삭1로 208, 3층 (동삭동)",031-616-0100,127.0889023,37.0171554
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz,모생외과의원,의원,부산,부산진구,"부산광역시 부산진구 부전로 79, (부전동,동아빌딩 9층)",051-817-5824,129.0544683,35.1571272
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjE4MzIjODEjJDEjJDIjJDgz,모생외과의원,의원,대구,대구중구,"대구광역시 중구 국채보상로 717, 2층 (동인동4가)",425-5824,128.6090883,35.8688963
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,모서면보건지소,보건지소,경북,상주시,"경상북도 상주시 모서면 삼포3길 26, 26",054-533-2181,127.9621482,36.3414917
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,모성환내과의원,의원,전남,여수시,"전라남도 여수시 망마로 54, 2층 1호,9호 (신기동, 부영아파트 상가)",061-685-9119,127.6683205,34.7587741
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,모세내과의원,의원,전북,군산시,"전북특별자치도 군산시 문화로 47, 4층 401,402호 (수송동)",063-731-1777,126.7110236,35.9700856
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,모세마취통증의학과의원,의원,서울,관악구,"서울특별시 관악구 봉천로 576, 201-2호 (봉천동, 동아타운아파트)",02-883-7588,126.9613023,37.4769679
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,모세안과의원,의원,서울,금천구,"서울특별시 금천구 시흥대로 403, 8층 (독산동)",02-859-8338,126.8974927,37.4698141
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQyIyQ1IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,모세정형외과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1550, 3,4층 (길동)",02-489-0119,127.142581,37.5439
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjODEjJDEjJDYjJDgz,모세정형외과의원,의원,인천,인천동구,"인천광역시 동구 송림로 102-1, (송림동)",032-764-1700,126.6461273,37.4759981
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNjEjJDEjJDQjJDgz,모션의원,의원,서울,서초구,"서울특별시 서초구 강남대로 423, 10층 (서초동)",02-533-5882,127.0258452,37.5002585
JDQ4MTYyMiM4MSMkMSMkOCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNTEjJDEjJDIjJDgz,모슬포한의원,한의원,제주,서귀포시,"제주특별자치도 서귀포시 대정읍 신영로94번길 2, (대정읍)",064-792-1075,126.2528692,33.2205501
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,모식외과의원,의원,인천,인천남동구,"인천광역시 남동구 인하로 497-5, 12층 1203호 (구월동, 푸른세상안과빌딩)",032-423-7888,126.7015922,37.4436053
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz,모아가정의학과의원,의원,서울,은평구,"서울특별시 은평구 역말로 135, 2층 (대조동)",02-357-1475,126.9218553,37.6112746
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,모아가정의학과의원,의원,경기,부천원미구,"경기도 부천시 원미구 장말로199번길 6-2, 2층 (중동)",032-655-4796,126.7641787,37.4930079
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz,모아내과의원,의원,경기,안산단원구,"경기도 안산시 단원구 고잔1길 17, 302호 (고잔동)",031-405-3567,126.8355995,37.3186729
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,모아동동한의원,한의원,대전,대전서구,"대전광역시 서구 동서대로 696, 203호 (도안동)",042-383-1075,127.3401989,36.3318231
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,모아로한의원,한의원,서울,중랑구,"서울특별시 중랑구 망우로 377, 3층 (상봉동)",02-494-8275,127.0941497,37.5987546
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,모아만의원,의원,서울,강남구,"서울특별시 강남구 도산대로 110, 케이비엘 센터 8층 (논현동)",02-543-0033,127.0210472,37.5162749
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz,모아메디컬의원,의원,인천,인천미추홀구,"인천광역시 미추홀구 인주대로 191, (용현동)",032-876-3114,126.6582208,37.4555304
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ2MiQyNjE0ODEjNDEjJDEjJDQjJDgz,모아병원,정신병원,인천,인천미추홀구,"인천광역시 미추홀구 미추홀대로 730, 고려웨딩홀 1층일부~2층 (주안동)",032-508-7513,126.6807916,37.4625922
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,모아산부인과병원,병원,광주,광주남구,"광주광역시 남구 백양로 13, (백운동, 모아산부인과)",062-670-7700,126.903468,35.1339675
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjODEjJDEjJDIjJDgz,모아산부인과의원,의원,경기,안성시,"경기도 안성시 중앙로 368, (석정동)",031-674-7744,127.2676156,37.0077318
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,모아산부인과의원,의원,강원,홍천군,"강원특별자치도 홍천군 홍천읍 홍천로 356, 356",033-432-9020,127.8850218,37.688697
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQyIyQzIyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,모아산부인과의원,의원,충북,제천시,"충청북도 제천시 명륜로 91, (의림동)",043-645-6601,128.2111267,37.1415196
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz,모아산부인과의원,의원,충남,논산시,"충청남도 논산시 중앙로 418, (취암동)",041-734-3575,127.0881448,36.2012805
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz,모아산부인과의원,의원,전북,익산시,"전북특별자치도 익산시 인북로 344, (신동)",063-840-0700,126.9616679,35.9588054
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,모아소아청소년과.가정의학과의원,의원,인천,인천연수구,"인천광역시 연수구 앵고개로264번길 30-4, 201호 (동춘동, 영남프라자)",032-818-1365,126.6718282,37.4068194
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNzEjJDEjJDgjJDgz,모아여성의원,의원,충남,천안동남구,"충청남도 천안시 동남구 청수로 136, 3층 (구성동)",041-557-1700,127.1590874,36.7940292
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,모아의원,의원,제주,제주시,"제주특별자치도 제주시 과원북4길 5, (노형동)",064-742-7586,126.4825127,33.4813627
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,모아이비인후과의원,의원,경남,양산시,"경상남도 양산시 물금읍 삽량로 40, 503호 (세종메디칼)",055-363-7509,129.0136497,35.3293035
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,모아이의원,의원,서울,강남구,"서울특별시 강남구 테헤란로 401, 남경센타 13층 1호 (삼성동)",02-2039-2390,127.0491606,37.5049841
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,모아재활의학과소아청소년과의원,의원,서울,광진구,"서울특별시 광진구 뚝섬로 587, 4층 (자양동)",02-6959-7075,127.0754233,37.5334847
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,모아정신건강의학과의원,의원,서울,강남구,"서울특별시 강남구 언주로 846, 글로벌메디컬빌딩 3층 (신사동)",02-540-8460,127.0337337,37.5259568
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,모아제일산부인과의원,의원,경기,김포시,"경기도 김포시 김포한강11로 147, 2-6층 (장기동, 은성프라자)",031-988-7004,126.679965,37.6461316
JDQ4MTYyMiM1MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,모아치과병원,치과병원,경기,수원팔달구,"경기도 수원시 팔달구 권광로 211, (인계동)",031-226-5678,127.0332506,37.2662893
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ5IyQ2MiQzNjEyMjIjNjEjJDEjJDgjJDgz,모아치과의원,치과의원,서울,금천구,"서울특별시 금천구 가산디지털2로 98, 1동 301호 (가산동, 롯데IT캐슬)",02-2026-7699,126.8810571,37.4772267
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQyIyQ1IyQwMCQyNjEyMjIjODEjJDEjJDIjJDgz,모아치과의원,치과의원,경기,시흥시,"경기도 시흥시 수인로 3372, 신천프라자 3층 301-1호, 301-4호 (신천동)",031-317-2275,126.784333,37.4411346
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,모아치과의원,치과의원,경기,고양일산동구,"경기도 고양시 일산동구 고봉로 266, 3층 (중산동)",031-977-2900,126.7782687,37.6831042
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ4MiQyNjEwMDIjNTEjJDEjJDYjJDgz,모아치과의원,치과의원,경기,부천원미구,"경기도 부천시 원미구 역곡로 7, 스카이빌딩 5층 (역곡동)",032-345-2275,126.8113145,37.4860311
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,모아치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 관곡로 92, 401호 (구갈동, 신건프라자)",031-286-1177,127.1135214,37.2805021
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,모아치과의원,치과의원,인천,인천서구,"인천광역시 서구 가정로151번길 11, (가좌동)",032-572-2800,126.6707496,37.4976706
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQyIyQxIyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,모아치과의원,치과의원,경기,파주시,"경기도 파주시 와석순환로 425, 401호 (와동동, 캐슬프라자)",031-944-9500,126.7525773,37.7234917
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,모아치과의원,치과의원,인천,인천연수구,"인천광역시 연수구 앵고개로 256, 웅지프라자, 5층 (동춘동)",032-821-2828,126.6720322,37.4078378
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,모아치과의원,치과의원,전북,군산시,"전북특별자치도 군산시 월명로 244, 군산수송프라자 402, 501호 (수송동)",063-471-3100,126.7161269,35.9657454
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjODEjJDEjJDIjJDgz,모아치과의원,치과의원,전남,순천시,"전라남도 순천시 연향상가1길 1, (연향동)",061-721-2875,127.5216453,34.9512473
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,모아트의원,의원,서울,강남구,"서울특별시 강남구 강남대로 626, 엠아이타워빌딩 4층 (신사동)",02-511-9966,127.0194974,37.5177093
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,모아튼튼정형외과의원,의원,서울,중랑구,"서울특별시 중랑구 겸재로 164, 3,4층 (면목동)",02-493-5588,127.0859462,37.5877988
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz,모아한방병원,한방병원,서울,노원구,"서울특별시 노원구 동일로 987, 태릉마이크로병원건물 2,5,6,7층 (공릉동)",1533-7585,127.0749403,37.6182595
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,모아한의원,한의원,서울,강서구,"서울특별시 강서구 강서로 348, 4층 402,403,404호 (내발산동, 우장산힐스테이트)",02-6095-1075,126.8406994,37.556238
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzUxIyQyIyQxIyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,모아한의원,한의원,서울,동대문구,"서울특별시 동대문구 천호대로 281, 2층 (답십리동)",02-2216-1010,127.0525642,37.5674196
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,모아한의원,한의원,경기,부천소사구,"경기도 부천시 소사구 경인로 505, 303호, 611~612호 (괴안동, 역곡하이뷰)",032-351-1688,126.8111706,37.4844138
JDQ4MTYyMiM1MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjNjEjJDEjJDgjJDgz,모아한의원,한의원,강원,원주시,"강원특별자치도 원주시 원일로 63, (원동)",033-765-7533,127.9514219,37.3475166
JDQ4MTYyMiM1MSMkMSMkOCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,모아한의원,한의원,충북,청주흥덕구,"충청북도 청주시 흥덕구 가경로 8-1, 2,3층 (가경동)",043-232-2333,127.4440983,36.6168426
JDQ4MTYyMiM1MSMkMSMkOCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,모아한의원,한의원,충북,충주시,"충청북도 충주시 번영대로 180, 1, 2 층 (연수동)",043-856-7577,127.9376548,36.986903
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz,모아한의원,한의원,인천,인천미추홀구,"인천광역시 미추홀구 석산로 12, (주안동)",032-429-5866,126.6947954,37.4635831
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjNzEjJDEjJDgjJDgz,모아한의원(수유점),한의원,서울,강북구,"서울특별시 강북구 덕릉로 164, (번동)",02-985-0505,127.0320696,37.6351108
